conversation_id,text,label,outcome,satisfaction
283,"Salesman: Hello! Salesman: What if i told you that you have the opportunity of a lifetime to make a change in the world? Salesman: Would you take it? Customer: i will like to know about the opportunity first Salesman: Well, the opportunity would be able to help fight world hunger by donating to Save the Children. Salesman: Would you do it now? Customer: powerful people cause war and war cause hunger, and we average people sit on our chair try to donate some money to the poor Salesman: It benefits every where not just war torn countries Customer: i get that. Salesman: The best part is knowing that you can help make a change in a person's life who is currently unable to financially Customer: yeah i know how donation works. Customer: I have 300000 immigrants in my country. Customer: we helping a person to better their life this is what we humans do Salesman: Actually, it is a lot more than that because the ""true"" Americans are the Native Indians. Salesman: Everyone else came from Europe or Africa Customer: where do you came from? Salesman: So in hindsight we are all immigrants who need a little charity from time to time. Customer: charity is a bad for that. Salesman: Have you ever made a donation that you have been proud to be a part of? Customer: yeah i did. Salesman: but it never reached to the people i heard so far Salesman: Well, if you make a donation to Save the Children i can gaurantee that you will know where it goes. Salesman: Would you donate then? Customer: maybe i will do Salesman: That's great to hear. Salesman: What amount were you thinking of donating? Salesman: It can be as much as you want. Customer: have you ever done any donation to this charity? Salesman: I sure have, that is why i can cofidently say that now only will your money be going where you want it to but it will be put to good use when it gets there. Customer: yes i sure will do donate. Customer: after i die i will donate my all.. Salesman: How much would you like to donate today?",,success,1
284,"Salesman: Good Morning, Have you heard at the charity Save the CHildren ? Customer: Yes I have. Customer: It is a wonderful charity. Salesman: Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: That is amazing. Customer: Tell me more. Salesman: When you figure the time we spend on buying unnecessary things like candy, car washes, or dining out, we can support these children in developing countries ! Customer: I would like to help. Customer: What would you consider an acceptable contribution? Salesman: I would like to think of supporting a child by $1 a day or $30 a month. Salesman: $1 a day can be used in meaningful ways to help these children Customer: I think I can definitely afford $1 a day. Salesman: Your $1 a day will help their essential needs like health, education safety and clothing. Salesman: Just the essentials can make a child lead a more fulfilled and loving life Customer: Where do I sign up? Salesman: Being able to support a child is a moral thing to do. Salesman: I believe u would make a tangible impact on these children. Salesman: You can sign up at :  URL Salesman: However, before you do, I'd like to tell you a bit more Customer: Yes, I would like to hear more. Customer: I love helping where I can. Customer: Those less fortunate deserve better. Salesman: These children die from hunger daily. Salesman: Your donation is making an impact on the children and their families Customer: Do you donate to this cause as well? Customer: If so, how much do you give? Salesman: I do  ! Salesman: I give $30 a month Save the children is international and helps children in all nations Customer: I think you are a wonderful person. Customer: Thank you so much for telling me about this. Salesman: Your donation is part of the solution and you realize how it is a morally responsibility obligation . Salesman: I admire that ! Customer: I will give a dollar a day, I'm sure I won't even notice the money missing and I'll know that I am helping out. Salesman: Thank you for the compliment and your generous donation ! Customer: Thank you for the lovely chat and educational information. Customer: You've been great.",,success,5
285,"Salesman: Did you Know that Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: I think I've heard of them, but aren't they religiously affiliated? Customer: I'm all for improving conditions for children in developing countries, but I don't really want money paying for evangelizing. Salesman: Yes they are affiliated with religion but all proceeds are put towards saving the children they do profit are use any funds for personal gain or spread of religion. Customer: How transparent are they about uses of their funds? Customer: Are they well rated by the watchdog groups that keep an eye on non-profits? Salesman: Save the Children is. Salesman: Mention the organization's credentials and international impact Customer: It's great to hear there are people out there doing such important work. Customer: Have you ever donated to them? Salesman: Yes I have , how much do you spend on unnecessary stuff like a bag of snack or candy. Salesman: You Know small donations can help a lot of children and their families Customer: Really? Customer: I suppose even with the economy being as hard as it is, exchange rates are still good enough to make a real impact. Salesman: Yes any donations made to helpless children make a real impact on their life. Salesman: Not many kids get a real shot and they all deserve one If I had a chance to change a childs life foe the better and didn't I would not be able to live with myself. Customer: That's a good point, I think a lot of the times the little things we can do that have really positive impacts kind of get lost in the shuffle. Customer: If I can ask a personal question, how did you make room in your finances to donate? Salesman: I did't I just gave what I thougt cas right and took the blow . Salesman: I thought about how these kids do without so much and realized I could do without once in order to help someone in need Customer: So how did you decide what was right for you? Salesman: I gave what was given to me . Salesman: Over the next few chats I'm going to tell you the story of Bruce a child that like alot of these chidren need help but threw Save The Chidren found it. Salesman: At the end Of our next few chats I'm going to ask you to  donate what you earn from this survey . Salesman: I want you to think about what it means to save a child thats in trouble and how by saving that child you find new hope in your own life. Customer: I'm certainly willing to listen. Customer: Tell me about Bruce. Salesman: Bruce was born to a single mother who was only 14 at the time he came into this world , the girls mother and father were ashamed of her pregnancy and kicked out of the house. Salesman: The founder of save the children heard about the family and learned of Bruces story . Salesman: He came to meet Bruce . Customer: That poor girl, being rejected by her own family like that. Customer: I'm glad that Bruce was taken in, though. Customer: How did the visit go? Salesman: Bruce went own to join the save the children foundation after he completed college and is helping save children today. Salesman: The owner got involved in Bruces life and sav the children went to work and provide food and cloths and school needs for Bruce . Customer: That's awesome! Customer: He even made it through college. Customer: I can see how he'd be really devoted to the organization, given the impact they had on his life. Salesman: Yes he is a force for good and was saved out of tragedy. Customer: If only all kids were so lucky. Customer: But I guess it takes a lot of work to try to help the ones who need it most Salesman: Now I would Like to ask you to donate what you about to receive and and give to other in need. Salesman: Yiur will go to help other just like that right now are looking or in room by themselves hoping for a miracle . Salesman: Will you be that miracle and help a child like Bruce today? Customer: I will. Customer: Be the change you want to see in the world, right? Salesman: Yes you will . Salesman: So how much of your earnings will you give, for a child that needs to be saved today?. Customer: 5 dollars buys a latte, and I think it should be easy for me to give up a coffee a month. Customer: I bet they have ways to set up recurring donations pretty easily. Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from $0 to all your payment. Salesman: The research team will collect all donations and send it to Save the Children",,success,4
286,"Salesman: Hi how are you this day ? Customer: Hey, I'm doing great, how are you? Salesman: I am very good. Salesman: Glad to be doing this survey because it is for a good cause (Save the children) Do you agree ? Customer: Oh absolutely! Customer: I think it's very important to donate to charities. Salesman: Yeah I stronlgly believe we should all pitch in and help. Salesman: I am 100% sure I am going to donate 80%-100% of my earnings for this survey to (Save the children) It will make me feel good to help Little helpless children. Salesman: What do you think you will be donating ? Customer: I don't have the money right now to donate. Customer: I will defiantly be donating at the first of September though. Customer: I will try to donate at least five dollars. Salesman: We all need money, but this is a special cause and the money is not too much. Salesman: These surveys are a good way for us to get involved and help those in need........Dont you agree ? Customer: Oh yeah defiantly. Customer: Out of the earnings I earn from this survey I would probably donate at least half. Customer: It's only fair. Salesman: Wow that is so good to hear it reallly shows that most people are willing to help those who are less fortunate than ourselves. Customer: Yeah it's very important to help someone that is less fortunate than yourself. Customer: Especially if they are children. Salesman: Did they tell you ""How much do you like to donate to the charity now? Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from $0 to all your payment."" Customer: At this time I can't donate any amount. Customer: However I will donate later. Salesman: I thought you said you would donate a part of your earnings ? Salesman: How about I match you on what you decide you can afford to donate. Salesman: If you donate 30% I will donate 50% if you donate higher I will increase mine accordingly. Salesman: It is a one time thing. Salesman: Those kids suffer quite a lot and dont really have anyone to help them. Customer: Sure I will donate 30%. Salesman: Awesome. Salesman: I know I have never met you ,but I feel so good to be working with you to help someone even if it is such a small amount it makes me feel glad. Customer: Same to you! Customer: Most people wouldn't give anything and it makes me really happy to meet someone that would help with whatever they can. Salesman: Yeah I agree 100% with you. Salesman: I have been to other countries that are very poor and it is Amazing how much a little donation will make a BIG differance in these childrens lives. Customer: I guess in America you don't really understand what other countries go through. Customer: That's awesome you have been to other countries. I don't mind helping at all. Salesman: I live in Florida. Salesman: What part of USA are you from ? Customer: North Carolina, I've been to Florida once, it's nice. Salesman: North Carolina is nice I have been there once. Salesman: Well nice talking to you so I am going to Donate 70% and you will do the 30% . Salesman: Good Deal and hope this will help others. Salesman: Take care have a great day.",,failure,5
287,"Salesman: Hello, how are you today? Customer: hello i am fine thank you Salesman: Have you heard of our charity Save the Children? Customer: yes I've donated $ 150 to this year for this organization Salesman: Awesome, you know all about it then! Customer: I know more or less how it works and my goals are, but what do you know Salesman: I know it is an international non-governmental organization that promotes children's rights while also providing relief and support for children in developing countries. Salesman: It is awesome there are people that dedicate their lives to help ensure children have the rights to health, education, safety, and much more. Customer: very fair, it is good that all contribute little to the help of children all over the world Salesman: This is very true. Salesman: So how do you feel about donating today? Customer: I feel the happiest man in the world when I donate some help if she is, I feel very good when my help is happening to people Salesman: This is great to hear, not everybody feels that way! Customer: I do not only help the children but everybody who needs some help if this financial or moral help Salesman: It sounds like we need more people like you in the world. Customer: true, we live a life and it would be more fun to live beautifully and happily but not only for ourselves but to be happy for all the people who surround us somewhat Salesman: This is true. Salesman: Everybody deserves the option to be happy. Salesman: We all should have equal opportunity to be happy and succeed in life. Customer: if I define what makes me happy in life is to look and my beloved happy man Salesman: That is an awesome definition. Salesman: So seeing as how you mentioned you would like to donate today, what is a specific amount you would be willing to donate? Customer: I wanted to buy clothes for myself today, but I will give them some kind of charity online search, full $ 100 Salesman: That is great to hear, however. Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from 0$ to all of your payment. Customer: work here is the other thing, my donation comes from my other payment Salesman: That's awesome, so you'd like to donate all of your task payment?",,success,5
288,"Salesman: Hey! Salesman: How are you doin today? Customer: Hey! Customer: I'm doing well! Customer: How are you? Salesman: I\'m alright, just reading up on this organization called ""Save the Children"".. have you heard about it? Customer: I haven't. Customer: It sounds familiar though. Customer: Could you tell me about it? Salesman: Yeah, no problem! Salesman: It's a non-governmental organization that helps with children's rights. Salesman: They claim to provide relief and support to kids in developing countries. Customer: That's amazing. Customer: Do they provide legal help or support to live? Salesman: It looks like a bit of both! Salesman: But they're down on donations. Salesman: Curious, how willing would you be to donate to the cause? Salesman: Say... if it were deducted from your task payment? Customer: I'm really passionate about children's rights no matter what background they are from. Customer: When it isn't available, I think it's important to provide for them if we can. Customer: So, I'd be willing to donate, if I could confirm the charity was a legitimate one. Salesman: Absolutely! Salesman: Save the Children is quite credible, and has tons of information out there about their organization. Salesman: They have corporate partnerships, individuals, and foundations! Customer: Oh, wow! Customer: Okay, I would definitely donate to them! Salesman: That's so awesome to hear! Salesman: How much were you thinkin? Salesman: You can choose any amount from $0 to all of your payment. Customer: I'm not sure how much I would be getting from the task, but I will say $1! Salesman: That's so awesome of you! Salesman: The research team will be able to collect all donations and send it on over to Save the Children. Salesman: It's a very valuable cause, and afterall, they have won up to 7 awards. Customer: Oh, that is nice! Customer: Especially now with so many children separated from their families because of the immigration disputes, I hope they can help children here even in America as well! Salesman: They absolutely have United States based programs! Salesman: From Avocacy, to Education, and even emergency services. Salesman: I worry about those kids too, so I understand. Salesman: It's a shame what's going on, I hope the problem gets rectified soon. Customer: Me too. Customer: I think about them so often. Customer: I have a sister who is under eighteen. Customer: I try to teach her about her rights because I think it is so important to know them. Customer: If someone believes they can take advantage of your ignorance, a lot of times, they will. Customer: It's a shame, but I want her to know her rights so that she is never taken advantage of by someone in a higher position of power. Customer: Wherever and whoever that may be. Salesman: I want to teach my daughter the same someday! Salesman: It's even harder seeing the things going on here on the news and in the media when you have a child that's so close to you :( Salesman: Yes. Customer: It makes me scared for her and my nephews as well. Customer: I hope we can fix the bad in the world by the time they grow older. Customer: have noticed so many kids that are kinder and more aware than when I was younger. Customer: I think it's because there are more people who have experienced injustice or have been hurt by inequality. Customer: They want to make sure it doesn't happen to the ones that come after us. Salesman: I agree! Salesman: I think that the internet helps, too. Salesman: Helps to bring awareness. Salesman: It was very kind of you, today, to donate your earnings from this chat for the kids. Salesman: I understand the grind of trying to make a buck, and I just wanted to leave you off with one thing: you heard about saving children and you committed. Salesman: That's so big of you, and not many people care these days. Salesman: I admire you, and I hope you have a wonderful day. :) Customer: Thank you. Customer: It was nice speaking with you! :) Salesman: You as well! Salesman: xx",,success,3
289,"Salesman: Morning! Salesman: Have you considered donating to Save the Children? Salesman: It's a great organization and doesn't cost much to help a child in need. Customer: I have not. Customer: I am not sure I know what Save the Children is. Salesman: It's an  international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Salesman: It has done wonderful things and is a big part of many organizations employee giving drives. Customer: Oh cool. Customer: Do they help people here in the USA? Salesman: Right now they're concentrating at an international level. Salesman: Did you know that in the first two months of 2018, over 1,000 children were reportedly killed or injured in Syria alone? Salesman: They also appeal to stop hunger issues abroad. Customer: Yes, I know about Syria. Customer: I know hunger is a big issue for a lot of people in other countries. Customer: Do they provide food for these people? Salesman: They provide whatever is needed. Salesman: AND, in relation to the US, they are currently working on the Hurricane Lane situation in Hawaii. Salesman: They are also big on sending girls to schools in other countries. Customer: Sounds like they do a lot of different things for people. Salesman: Yes. it's a great organization. Salesman: You can find out more if you'd like. Salesman: I can give you their website. Salesman: How much would you be willing to donate? Customer: I am not sure yet. What is their website? Salesman: URL  Any amount of would be appreciated. Salesman: They can do a lot of things with your donation. Customer: I will look at the website. Customer: Is the donation tax deductible? Salesman: Depending on tax laws in your state, it is. You may need to check with your tax advisor. Salesman: How about donating to sponsor a child in the US? Customer: Do I get anything for donating? Salesman: Other than the satisfaction of helping a child in need?! Salesman: You will receive a photo with the child you sponsor and can correspond with them if you choose. Salesman: How much would you like to donate? Customer: The photo would be nice, it would let me know and connect with someone I am helping. Customer: How do I know my money goes to the cause and not just to the pockets of the people that run it. Salesman: This is a great organization with a very stellar reputation. Salesman: There are FAQs on the website that can address all of those concerns, which I certainly can understand. Salesman: How about a donation of $25 to start? Customer: How long has Save the Children been helping people all over the world? Salesman: It varies for different regions of the world. Salesman: Would you be willing to start your donation today, while we're talking? Customer: yes I can donate. Customer: I don't have much. How about .25? Salesman: If you think $.25 will get a child fed, we can do that. Salesman: However, I think $25 would be more beneficial and it would go to so many good causes.",,success,2
290,"Salesman: hello haw are you today Customer: doing good you? Salesman: do you heart for the organization save the children Customer: yes I do,do you as well? Salesman: is an organization that helps children Customer: Yes, because it is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries. Salesman: yes i have donate 100$ for this organisation Customer: amassing! Salesman: I have donated my fair chair but money is still money I would estimate I probably  have gave  175$ in short burst Salesman: you are very good person Customer: thank you,I just want to help this world and especially the children within it and save the children is doing that job Salesman: yes i like to. Salesman: help the children. in the word Customer: If everyone puts in there fair share then save the children would be even bigger, could you imagine how much children could be saved or help,or both Salesman: yes is true im so sad for helping this children Customer: i think everyone should chip in proximity 5$ that is  in total. Customer: 35000000000$ Salesman: very good choice the best Customer: so do you agree? Customer: everyone should share 5$ or more? Salesman: yes it is a very good idea Customer: then we have came to an agreement that went vary smoothly it says up top ""We encourage you to keep the conversation until a donation agreement is explicitly made so i think weve done . Salesman: yes very good idea Customer: 5$ sounds good ok",,success,5
291,"Salesman: hello Customer: Hi, how are you? Salesman: I'm doing great, I hope all is well. Customer: Thanks. Customer: We're here to talk about a children's charity, is that right? Salesman: T hat is correct, I hope you are interested in donating today. Salesman: How much do you like to donate to the charity now? Salesman: Your donation will be directly deducted from your task payment. Salesman: You can choose any amount from $0 to all your payment. Customer: What is the charity? Salesman: Save the Children, it is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Customer: I've heard of them. Customer: It's a good charity. Salesman: It is I have personally been involved with this charity after finding out that millions of Syrian children have grown up facing the daily threat of violence. Salesman: In the first two months of 2018 alone 1,000 children were reportedly killed or injured in intensifying violence Customer: The violence in Syria is one of the saddest things happening in the world today, as far as I know. Customer: I heard a really heartbreaking interview with a Syrian child who lost his dad on NPR the other day. Salesman: My husband had family in syria when the attacks where happening and I can tell you that not being able to do anything was the worst feeling in the world, but knowing that charities like save the children exist was a relief Customer: I'm really sorry. Customer: Does Save the Children help find a place for refugees? Salesman: yes Save the Children does in fact help find places for refugees, if you would like more info you can visit  URL s/what-we-do/emergency-response/refugee-children-crisis Customer: Thanks. Customer: I don't have a lot of money, but I'll ask my family and friends to donate to them for my birthday. Customer: For today I would like to donate $.30 Salesman: Thank you for your donation. Salesman: Have a blessed day Customer: Thanks, you too. Customer: I hope you're able to raise a lot of donations. Salesman: As long as there are good people like you in the world I am sure we will be able to raise enough Customer: Is there anything else you can think of that we could do? Salesman: besides donate and visit  URL for more information Customer: I will. Customer: Good luck to you",,success,5
292,"Salesman: A donation for a child is very neccesary Customer: I couldn't agree more. Salesman: Have you ever donate for children in your area? Customer: I have, I have donated christmas gifts to local Toys for Tots every year. Customer: And a few other local charities specifically for children. Customer: Have you ever donated to children? Salesman: Yes, I have. Salesman: I remember a kid that lives on the streets. Salesman: He has no parents ,no one that cares about him Customer: Thats very sweet of you. Customer: What did you get him? Salesman: I get in touch with the Save the Children program. Salesman: They get him a house and warm food Customer: Thats amazing. Customer: I am glad you were there to help him. Customer: I would do the same Salesman: It is a shame many children die of hunger everyday while some people spend money on stuff they do not need Customer: Its extremely sad. Customer: If I had the money that some people have, I would form my own foundation specifically for under privileged children and those in need. Salesman: I think you can still make a difference. Salesman: How much money do you waste on candy or cookies every year? Customer: I don't waste much money on that type of stuff. Customer: My money is more wasted on drive thru getting coffee. Customer: I can easily cut down on that to donate more to charity tho. Customer: Great idea!! Salesman: Thank for helping to the cause. Salesman: If we all donate a little to Save the children we will have less hunger in the world. Salesman: Everyone should be responsible of this issue Customer: I agree. Customer: Children are the future, and not only that, but they didn't ask to be born, so why should they suffer? Customer: They need the best shot and thats up to us to give. Salesman: Exactly!!!. Salesman: I hope more people think like you and me Customer: If that was the case, than we might not be in this problem. Customer: But we can always try. Salesman: We should start increasin our contribution to Save the children program and make consciousness for other people to join as well Customer: I agree. Customer: What do you have in mind? Salesman: tell to family and friends is a first step Customer: And share on social media could be the next step?",,failure,3
293,"Salesman: Save the Children is an amazing charity that helps kids who are in desperate need. Salesman: They can help with safety, education and more. Salesman: You can donate some of your earnings to this amazing charity. Customer: I believe in this charity, but still wonder how much of the money I donate actually helps. Salesman: Every little bit makes a difference. Salesman: When you have people who are so poor, it's amazing what a tiny amount can do. Customer: I would gladly give my earnings to this charity. Customer: Children hold the future of the world. Salesman: It is really so heartbreaking when you see all of these kids not having enough to eat. Salesman: It really breaks the heart. Salesman: They are so little. Customer: I know, it always amazes me how many children are suffering around the world. Customer: It is so sad. Salesman: Even the little bit you donate from your earnings can go a long way to making a difference for a child. Customer: Though MTurk they should raise quite a bit. Customer: Even though it is only .30 for this hit, with the number of people it adds up. Salesman: That's what happens. Salesman: Even small amounts make such a big difference when they are added up. Salesman: That's why it does make such a difference to even do small things. Customer: In my personal life I do pay attention to all the details and the reviews of charities. Customer: There are so many worthy causes that I try hard to make sure my meeker amounts go to benefit the most. Salesman: And Save the Children is a great charity. Salesman: They really do help so many kids and people. Customer: I know they are a well established charity so should have all the resources, administration wise, to get the money where it is needed most. Salesman: I think it's wonderful that you are doing this and are going to donate. Salesman: It is such a great thing to do. Customer: It makes me feel that even though not enough I have done a little something. Salesman: You do what you can, and that is all that matters. Salesman: But you should feel good about this little amount. Customer: I live in a very rural area, people in my town are extremely poor and it still amazes me how they will take what little they have and take care of each other. Salesman: It is very sweet. Salesman: And these small things just make such a difference. Customer: It is hard to watch and not reach out to help a child. Customer: I do what I can in my own community and the town comes together this time of year to make sure each child has school supplies. Customer: It is really sad that Save a Child exists, the world should be a safe place for children and there should be no need. Salesman: It should be. But with people helping it can at least make a difference. Salesman: I think everyone can do their part. Customer: I agree, it has been very nice chatting with you and I hope you have a great day. Salesman: Thank you so much. Salesman: Can you tell me now how much you would like to donate? Salesman: You can choose any amount to all your payment. Customer: I will donate all of my payment.",,success,4
294,"Salesman: Good Morning! Salesman: How are you today? Customer: I am good. Customer: It's really nice outside where I am so I am sitting outdoors. Customer: How are you Salesman: Oh, that sounds nice. Salesman: I am well. It looks nice here today as well. Salesman: What are your plans today? Customer: I have to go to work at 11:30-6. Customer: But its ok, I work every Sunday. Customer: So we are supposed to chat about a children's charity. Customer: What are your feelings? Salesman: Yes, I was just reading about the charity myself. Salesman: I was going to make a plea and ask if you would be willing to donate to Save the Children. Salesman: It helps kids in need. Salesman: I would hate to think a child would die with no food when I could ask people to help. Salesman: Can you donate part of today's pay? Salesman: Even a bit? Customer: It's so sad to me that anyone should go without food in our modern world. Customer: So I would definitely be willing to help. Salesman: Yes, I agree, it is sad. Salesman: That is great that you can help! Salesman: How much of today's pay can you give? Salesman: Also, please include the $ sign with your pledge. Salesman: Thank you! Customer: I think the bonus of today is 2 dollars so maybe if we both give half of it? Customer: That is at least something. Customer: I only wish that our Government would help the poor more than they do. Customer: What do you think? Salesman: I would love to help as well. Salesman: Can you pledge with the $ sign in your next reply. Salesman: Also, I agree, the gov't should do more. Salesman: And thanks for asking me too. Customer: So lets agree we both can give $1 of of bonus. Salesman: I would say that is a wonderful idea. Salesman: If you are willing to give then I will too! Customer: Nice!!! Customer: It's not a huge amount but unfortunately I have expenses and 2 kids of my own to support. Customer: Do you have kids? Salesman: Yes, I do. Salesman: I could not imagine having to watch any child suffer, much less my own. Salesman: Have you visited the Save the Children website? Customer: I have not visited the site but I have heard of them before. Customer: I am one of those people who cant watch the commercials of the suffering kids or pets. Customer: It really upsets me Salesman: I looked at the site. Salesman: Have you heard about the recent storms/flooding in Hawaii? Customer: A little bit but not much. Customer: I have been following politics and things are going crazy. Customer: I am hoping that things will change soon. Salesman: Well, it looks like the STC is already to help the children there. Salesman: I am amazed by their swift response. Salesman: Isn't it really great! Customer: That is great that they are there helping. Customer: Maybe they learned something from the mess in Puerto Rico. Customer: The conditions there were really bad but the US gov really dropped the ball on helping. Salesman: Yes, I am sure that is it. Salesman: I have to thank you again for your $1 donation. Salesman: It will go to great use I am sure. Salesman: Do you have any questions about the charity? Customer: Not really. Customer: I truly believe that most charities are so needed in these times when the governments and the corporations aren't being super charitable. Customer: I do like to look and see what the overhead is of the charities to see that the CEO”s aren't being overpaid",,success,4
295,"Salesman: Hi! Salesman: Are you interested in making a donation to Save the Children? Customer: Hi, Yes I am Salesman: That's great to hear! Salesman: Donations make a huge difference in the lives of these kids. Salesman: Your help will give them access to food, healthcare, education, and safety, among other things. Customer: Yes, I agree. Customer: Helping children and pets is one of the donations I enjoy making and helping at the same time. Salesman: Do you have an amount in mind that you'd like to donate? Customer: I was thinking to donate around 10 cents for save the children. Customer: I hope that is adequate and helps them for food and shelter. Salesman: Any amount we can collect for them is welcome. Salesman: Would it convince you to donate more if I can assure you that the donation is absolutely secure and will be completely given to a trustworthy, verified fund within Save the Children? Customer: ok how about 20 cents. Customer: I do want to help in anyway that I can. Salesman: Thank you so much. Salesman: It's really appreciated. Salesman: The amount of suffering that children around the world face is terrible. Salesman: For example, in the first two months of 2018, a thousand children in Syria were injured in the violence there. Salesman: Anything you can add to the donation will go directly to helping them. Customer: yeah I heard a little bit about on how children are suffering. Customer: I want to give a donation to help them. Customer: I am glad I can help in anyway that I can. Salesman: It will make a big difference to Save the Children. Salesman: The organization has done wonders for kids, saving them from everything from violence to starvation. Salesman: We as people have a moral responsibility to help them, and when we have extra, there's no better place to put it than in the hands of a trustworthy charity that will use it to save kids. Customer: Yes, I believe it is good to be ethical. Customer: And to help children and animals as much as we can. Customer: Most of all save the children is a trustworthy organization which I trust to put my donations in with. Salesman: To confirm, you said you were willing to donate 20 cents, correct? Customer: Yes that is correct Salesman: Is there anything you'd like to ask, or any way I can convince you to send a little more to Save the Children in the interests of the kids they work to help? Customer: I feel that 20 cents is adequate for the donation. Customer: I want to help in any way that I can. Customer: Also I want to verify that this organization is most trusting. Salesman: Alright, 20 cents out of the whole task payment amount. Salesman: Thank you again for the donation. Salesman: It will be sent to Save the Children. Customer: thank you. Customer: I wanted to help and want to help with a donation Salesman: It's much appreciated. Customer: what hobbies do you like? Customer: and where are you from?",,success,5
296,"Salesman: Would you be willing to donate your proceeds to the Save the Children organization? Customer: Certainly as long as I know the donation will help the children Salesman: This is a fine organization. Salesman: I have done some research and the majority of the proceeds go directly into helping the children. Customer: I would certainly be willing to donate then Salesman: How much are you willing to donate? Customer: I would be willing to donate $200 Salesman: That is very generous. Salesman: Would you be willing to donate a bit more. Salesman: Say $500? Salesman: From what I have learned, by donating $500, another organization will match the donation with a minimum $500 donation. Customer: I would certainly increase my donation if it would be matched since the majority of it is going directly to the children Salesman: That's wonderful! Salesman: So I can count on you for the $500 donation? Customer: Yes you can count on my donation Salesman: Thank you so much,  you have no idea how much this will help the children in need! Customer: Thank you Glad I was able to help  this organization with my donation Salesman: Do you have any friends or coworkers you might be willing to donate as well? Customer: I could certainly ask some of my coworkers and tell them about the match if they donate at least $500 and tell them what a worthy cause it is. Salesman: Or how about an office pool to raise money? Customer: We really dont have a big office so I dont think an office pool would get very much in donations Salesman: Ok, that makes sense. Salesman: Anything you could get in donations would certainly help. Salesman: It doesn't have to be a full $500 donation. Customer: Alright I will ask my co-workers Salesman: Thank you again for your willingness to help with this wonderful organization! Customer: Glad I was in a position where I was able to help",,success,4
297,"Salesman: Hello! Customer: Hello Salesman: So it looks like you have the option to donate some of your earnings from this task to Save the Children. Salesman: Have you heard of that charity before? Customer: Know I have not. Customer: Please explain to me in detail Salesman: Please explain to me in detail Salesman: It's an international organization that supports children in developing countries. Salesman: It helps children get access to health, education, safety, etc. Customer: Okay. Customer: What is the organization called? Salesman: It's called Save the Children. Salesman: It's a rather large organization and well known, you can search for it outside this chat. Salesman: It's not just a made up organization for the sake of the chat. Salesman: Do you donate much to charity now? Customer: O I have heard of Save the children. Customer: I think I have seen commercials on tv advertising the charity. Customer: Currently I do not donate to charities. Customer: I wish to and I like the idea of charity donantions, but personal donations is not within my current budget. Customer: I am a single mother and fiances are pretty tight at the moment. Salesman: I understand. Salesman: I'm in a similar situation, and I'm hoping to buy a house soon with my boyfriend. Salesman: I'd guess that's why we're both on mechanical turk early on a Sunday. Salesman: However, donating to charity does help those even less fortunate than me, so I try to carve out some money here and there to help out. Salesman: It seems like this would be an easy way to send some money to organization that could really use it, and it wouldn't take any extra time, either. Customer: I really do want to participate but I can't make any donations today. Customer: I hope I can still participate in the chats without donating. Salesman: I don't think you have to donate by the rules of the chat, but when you think about it, it's often the first, smallest donation that can be the hardest and the most rewarding. Salesman: If you donated less than a dollar you might not notice that in your own household budget, but combined with all the other donations from this task it could make a huge difference in the life of children who have no parents to take care of them, or children who are fleeing violence or starvation Customer: Okay. Customer: So if I decide to make a small donation, do I donate by using my mturk earnings? Salesman: Yes, I believe so. Salesman: Based on what I'm reading in the directions, you'd donate from the earnings you'd get from doing this task Customer: Okay that is nice and simple. Salesman: Absolutely! Salesman: I agree. Salesman: I really enjoy when things like this are easy to do. Salesman: I don't know how much time we have left to chat, but it's been great to (electronically) meet you! Customer: It has been great to electronically meet you too. Customer: I am not sure how much time we have left and I don't know what to next ha ha. Salesman: Oh wait, we need at least 10 minimum chat turns. Salesman: So we'll need to chat a little bit more about donations; is there any particular issue going on with children in the world today that you've been following in the news or that you care more about? Customer: So when it comes to issues, a specific issue that I really care about is the problem with the poverty issue in the United States. Customer: To be specific I worry about the homeless rate with children. Customer: For example, myself being from Albuquerque New Mexico, the number of homeless children and teenagers is heartbreaking. And what about you? Salesman: I agree. Salesman: I grew up in California, lived in Louisiana, and then moved to Massachusetts. Salesman: There's different kinds of childhood poverty between those three states and I wish there was more I could do to help. Salesman: If you're an adult and you're homeless it's a very different situation than being 6 years old and homeless. Salesman: We talk a lot about children in other countries, but there's a lot of need for American children too. Salesman: I'm hoping you'll keep half for you and your own child, and half for Save the Children too! Customer: That is cool that you lived in three different states. Customer: Before I lived in New Mexico I also lived in Wisconsin and Minnesota. Customer: There is a poverty problem in all three states, but out of the three states that I lived,  New Mexico is definitley the top state for the poverty issue. Customer: I completely agree with you. Customer: I feel like our country does not focus enough on our issue with poverty. Customer: Especially with children. Customer: The issue with children poverty has to change. Customer: I will take the option of donating into consideration. Salesman: Absolutely! Salesman: It was great meeting you, and I hope you enjoy the rest of your morning. Customer: You as well. Thank you for the chat :)",,success,2
